Word_1,Score_1,Label_1,Word_2,Score_2,Label_2
per caput electricity use,3.673403844468144,1,﻿ 1 step towards,2.4333690053724695,0
fluorescein diacetate hydrolytic activity,3.673403844468144,0,hubbard brook experimental forest,2.3423518124319855,0
per caput household consumption,3.673403844468144,0,per caput carbon dioxide,2.336907247260619,1
reduce soil organic matt,3.673403844468144,0,1 yr (- 1,2.336907247260619,0
part per thousand yen2,3.673403844468144,0,per caput water consumption,2.075477927414269,1
energy consumption per tonne,3.673403844468144,1,﻿ 1 3 year,1.9267814112896957,0
palm fatty acid distillate,3.673403844468144,0,nanda devi biosphere reserve,1.9267814112896957,0
normalise difference vegetation index,3.673403844468144,0,radiatively active trace gas,1.8842384821571585,1
per caput resource consumption,3.673403844468144,1,el nino southern oscillation,1.8842384821571585,1
produce convenient energy carrier,3.673403844468144,1,much important greenhouse gas,1.8842384821571585,1
environmental change,3.673403844468144,1,model,1.8842384821571585,0
reduce per caput consumption,3.673403844468144,1,per caput growth rate,1.8842384821571585,0
bioregenerative life support system,3.673403844468144,1,control carbon dioxide emission,1.8842384821571585,1
per caput water supply,3.5611093722400646,1,mg ha (- 1,1.8842384821571585,0
fine particulate organic matt,3.5611093722400646,0,increase,1.8842384821571585,0
general,3.5611093722400646,0,﻿ 1 two year,1.7545638953896514,0
stress,3.5611093722400646,0,sockeye salmon oncorhynchus nerka,1.707736921628296,0
behavior,3.5611093722400646,1,melamchi water supply project,1.707736921628296,1
outbreak,3.5611093722400646,0,locke science publishing company,1.707736921628296,0
observation de la terre,3.5611093722400646,0,2000 elsevier science ltd,1.707736921628296,0
increase per caput income,3.4756194458507252,0,loggerhead turtle caretta caretta,1.707736921628296,0
per caput income increase,3.4756194458507252,0,universidad politecnica de madrid,1.707736921628296,0
dry matt per hectare,3.4756194458507252,0,consiglio nazionale delle ricerche,1.707736921628296,0
carbon dioxide emission increase,3.4676885917253024,1,per caput grain production,1.707736921628296,0
total soil organic carbon,3.4676885917253024,1,average per caput income,1.707736921628296,0
15 part per thousand,3.4676885917253024,0,per caput arable land,1.707736921628296,0
rate,3.188253012354469,0,von bertalanffy growth constant,1.707736921628296,0
high organic matt content,3.0030041539308314,0,nanda devi national park,1.707736921628296,0
per caput carbon dioxide,2.973801041162808,1,gdp growth per caput,1.707736921628296,0
national per caput emission,2.601262682917067,1,water consumption per caput,1.707736921628296,1
per caput carbon emission,2.5678254333518282,1,northern pike esox lucius,1.707736921628296,0
soil organic matt quality,2.316089659383767,0,low per caput income,1.707736921628296,0
