Word_1,Score_1,Label_1,Word_2,Score_2,Label_2
identify the much,146.65465279848902,0,around the world,38.79137973040736,0
use the global,143.35872199356425,0,co2 and soil,37.90912187746473,1
forest of north,140.9423721199346,0,national and european,37.73515048163574,0
study have show,140.87796412747826,0,science and technology,37.26118595362715,0
development and climate,139.8744023639531,1,use in europe,37.21398892754064,0
use of much,137.97305013700006,0,analysis of change,36.492889541929614,0
model to assess,136.3107503893637,0,h-2 and co2,36.13437739995021,1
national and regional,135.6397070512097,0,model to estimate,34.96918292017565,0
area of research,135.51696632763708,0,system be model,34.573991427225565,0
carbon and energy,134.7715979687157,1,province in china,33.16836888026495,0
analyze the effect,133.61569602397645,0,energy and energy,33.073168988577606,1
water be use,129.98458306279056,0,analysis of energy,33.073168988577606,1
east and west,129.61454351370173,0,soil organic carbon,32.628335201806,1
increase the efficiency,127.82118990426015,0,consider the effect,32.548358617464274,0
test be use,124.17483157020165,0,effect of increase,32.48170832992672,0
order to increase,122.7223993212127,0,n2o and co2,32.48170832992672,1
model of forest,122.1151657012722,1,rate of change,32.48170832992672,0
lake and river,118.19041734339788,0,impact of change,32.48170832992672,1
report the result,117.63890416500249,0,rate of co2,32.48170832992672,1
use and management,116.61749557168994,0,due to increase,32.1616119561795,0
reduce the use,116.28132980519564,0,use the index,32.09538442528654,0
level of energy,110.37681603123579,1,base on model,32.06284647212144,0
process be use,106.01959014555126,0,increase with time,32.06284647212144,0
potential of use,103.11478413607792,0,model and use,32.06284647212144,0
increase in energy,99.29553302142271,1,datum be also,32.06284647212144,0
investigate the influence,98.0313952710352,0,impact of increase,31.69539520634477,0
study be also,95.85280847886612,0,impact of high,31.577671494294872,0
north and west,94.55002926175356,0,model and datum,31.22969611541777,0
study the influence,94.40042009586729,0,understand the effect,31.22969611541777,0
within the region,93.6742267479203,0,effect of high,31.05689241719996,0
analysis be apply,92.94803396234038,0,model to assess,29.372313382458128,0
south and north,92.63857041362827,0,may be due,29.372313382458128,0
reduce the risk,91.351681880567,0,production in china,29.22314249296488,0
use in order,85.68613703653985,0,plant and soil,28.90938407477523,0
analysis of change,85.576363340054,0,increase in energy,28.90938407477523,1
south and east,83.99234225379604,0,model the effect,28.86784746914928,0
result be obtain,83.507578924915,0,co2 be use,28.86784746914928,1
system be study,80.60284264890758,0,science in china,28.779712199589426,0
evaluate the environmental,78.07804239364219,1,compare the environmental,28.710150596943265,0
river and lake,77.71777907692388,0,little be know,28.447048102127923,0
