Word_1,Score_1,Label_1,Word_2,Score_2,Label_2
prescription drug coverage,17.35611471483885,0,1 per cent,18.850758232729905,0
come year,17.05977546165355,0,industrial process,18.74527754536864,1
small business owner,16.158064799706295,0,﻿ 1 president,18.050130851979148,0
great interest,15.99622473692964,0,united states require,18.050130851979148,0
3 per cent,15.851183329503598,0,﻿ 1 two quarter,18.050130851979148,0
go beyond,15.816828543355108,0,may contribute,16.537493948674914,0
may result,15.734228262614188,0,﻿ 1 step,16.461376658018935,0
great numb,14.417463184030991,0,united states government,16.189725282834942,0
four year,14.335482239801904,0,every part,16.189725282834942,0
71 per cent,14.199528793204372,0,﻿ 1 stage,16.007751570737806,0
every point,14.199528793204372,0,six year ago,14.765974264478373,0
true today,14.199528793204372,0,three year ago,14.765974264478373,0
international monetary system,14.199528793204372,0,come year,14.72700410842581,0
would depend upon,14.199528793204372,0,eight year ago,14.724273129822919,0
unfair trade practice,14.199528793204372,0,united states must,14.724273129822919,0
capital gain tax,14.199528793204372,0,united states military,14.724273129822919,0
present year,14.087885332482102,0,﻿ 1 importance,14.724273129822919,0
last 2 year,14.073640979116234,0,﻿ 1 occasion,14.724273129822919,0
become much,13.764890653838863,0,united states much,14.724273129822919,0
look ahead,13.472796363215652,0,low tax rate,14.724273129822919,0
federal government,12.722756656271004,0,whatever may,14.724273129822919,0
much important factor,12.703447685025516,0,united states arise,14.724273129822919,0
short period,12.461397268935919,0,two hundred year ago,14.724273129822919,0
organic law,12.403082937997954,0,new form,14.673952256737095,0
within 5 year,12.403082937997954,0,﻿ 1 meet,14.409149665515347,0
independent government,12.403082937997954,0,great interest,13.904214264150653,0
last year,12.392093950494756,0,work together,13.753631251026944,0
5 per cent,12.169328192051196,0,go beyond,13.678989588937329,0
next 5 year,12.104797430065815,0,five year ago,13.64689558383064,0
5 year ago,12.060116701319856,0,20 per cent,13.64689558383064,0
four year ago,12.060116701319856,0,may result,13.45527327978954,0
next two year,12.060116701319856,0,﻿ 1 attempt,13.380771647890294,0
set us apart,12.060116701319856,0,naval force,12.576886635979154,0
press upon,12.060116701319856,0,﻿ 1 settlement,12.576886635979154,0
high school diploma,12.060116701319856,0,international monetary system,12.576886635979154,0
65 per cent,11.901971621270464,0,next two year,12.576886635979154,0
every part,11.033591775774298,0,press upon,12.576886635979154,0
health care reform,10.97284601421103,0,65 per cent,12.564130492698652,0
public service,10.690561744837261,0,last year,12.399051367921984,0
make progress toward,10.564492940171633,0,great numb,12.193802687480884,0
make every effort,10.564492940171633,0,new south wales,12.046136653564654,0
without delay,10.564492940171633,0,national government,11.56070083113827,0
community development,10.323357424937107,0,become much,11.424709702972224,0
past seven year,10.26983891626574,0,four year,11.237013495502712,0
base upon,9.976608953222005,0,four year ago,11.073287758620026,0
take part,9.73914917132496,0,﻿ 1 three quarter,11.073287758620026,0
9 per cent,9.589883409800123,0,﻿ 1 object,11.073287758620026,0
two hundred year,9.413573690882671,0,make progress toward,11.073287758620026,0
3 year ago,9.413573690882671,0,without delay,11.073287758620026,0
much friendly,9.413573690882671,0,forty year ago,11.073287758620026,0
twenty year ago,9.413573690882671,0,gross national product,11.036111552490597,0
still believe,9.413573690882671,0,agricultural product,10.944128140335462,0
state government,9.135946853128297,0,﻿ 1 state,10.916064871291196,0
past 3 year,8.978613723668886,0,short period,10.797967750113363,0
every occasion,8.676068180269418,0,next 5 year,10.647242721583352,0
