Word_1,Score_1,Label_1,Word_2,Score_2,Label_2
ocean circulation,498.81596619969963,1,ecosystem respiration,512.8381934681079,1
lake sediment,497.8560467398648,1,equator,508.17861614432167,0
palaeo,496.4903104428365,0,ambient co2,501.00916296362436,1
fen,496.3613538970592,0,n2o flux,499.5227694614823,1
obliquity,495.1589378752954,0,climate sensitivity,497.25253990055427,1
18 value,492.60585578375435,0,tropical pacific,492.1097439468693,1
tree ring,492.60585578375435,1,mean annual temperature,486.2206040815108,1
increase precipitation,490.71673840515024,1,ice cover,485.3137961198424,1
cloud cover,489.5342135706524,1,maximum sustainable yield,479.85195085891615,1
chemical weather,484.2476638949981,1,last glacial,479.4121923931842,1
thermocline,483.67181759096366,1,climatology,477.36566169006414,1
maximum sustainable yield,482.85970818763536,1,atmospheric methane,476.08252522714525,1
stalagmite,482.45905420594835,0,summer temperature,474.248174063492,1
range expansion,475.64546068830435,0,co2 enrichment,470.3818144505991,1
carb,475.14669278610717,1,global warming,468.34266195298295,1
speleothem,465.9078594327974,1,pliocene,460.3232423732637,1
mix layer,463.20201876135513,0,radiocarbon date,449.70562007559937,1
clinician,463.17852227100053,0,ch4 flux,444.50234714766464,1
intervention group,461.64197752975684,0,snowmelt,442.79681875246115,1
medication,458.690733470124,0,glaciation,442.3328161860465,1
warm trend,454.2304481182732,1,past climate,437.51540388544015,1
summer precipitation,453.3102179098642,1,deep ocean,430.8195694770333,1
radiocarbon,452.7267292578768,1,deglaciation,428.9447113399988,1
pain,451.324794837208,0,paleo,428.4559902169333,0
midwife,446.70272396150216,0,2099,427.4947984796547,0
past climate,445.6341590386872,1,sustainable competitive advantage,427.43683104115416,1
last deglaciation,443.42869680391084,1,tropical cyclone,427.36902128051116,1
caprock,441.66044396263453,0,temperature sensitivity,424.96404625215257,1
tumor,438.63409665049295,0,financial sustainability,424.18398632806117,0
trace gas,438.3114301228565,0,coupled model intercomparison project,423.40469826095637,1
last glacial period,434.10968251340165,1,solar activity,418.0712796980504,1
thermal tolerance,430.17474206652855,1,upper troposphere,412.7160158899741,1
surface albedo,427.59864977497887,1,ocean circulation,412.3592207388056,1
range shift,427.2937799777947,0,lia,410.3731905420681,0
warm period,426.89532193381666,1,species distribution model,404.7775091810331,0
centennial,423.3931824728891,0,increase precipitation,402.2751692498655,1
radiocarbon date,423.0328893217357,1,upwelling,399.91537171139976,1
hemisphere,423.02075357357626,0,last glacial period,397.68649945330424,1
climatic warm,420.8042807707222,1,tundra,396.998064888967,1
model ensemble,420.29892053506796,0,co2 uptake,396.06299690617,1
aragonite,420.26336258901017,0,regional climate change,395.516940394699,1
advection,417.9019487009402,1,5 ka,395.4001900001877,0
proxy record,414.81430187360354,0,el nino southern oscillation,394.9750827792257,1
base intervention,414.2459259716439,0,precipitation change,393.38645868704936,1
low stratosphere,413.5529651116803,1,late miocene,386.34796364746916,1
precipitation extreme,413.37995959092996,1,glacial period,385.42783131384203,1
interglacial cycle,411.16652217193786,1,rise temperature,385.1896455368271,1
present climate,410.9767154569765,1,top chamber,378.3483110586074,0
rise temperature,410.6612927354168,1,eddy,378.3048063875538,1
caregiver,409.6738218269407,0,black carbon,378.05446198716714,1
decadal variability,409.3857677247143,1,eocene,373.99700972920164,1
randomize,407.6160155136775,0,lake sediment,373.53031676542366,1
anthelmintic,407.2639671000022,0,monoethanolamine,371.8685282492749,1
telemedicine,405.8662748921476,0,gross primary production,371.8685282492749,0
global temperature,404.5184399902475,1,last deglaciation,370.860874084853,1
regional climate change,402.8446054447409,1,climatic warm,370.6405368417437,1
top chamber,401.6746462373305,0,interglacial cycle,369.75984865324097,1
paleosols,400.96021296677986,1,co2 )- c,368.7599838918186,1
geoengineering,397.9875002083477,1,emission scenario,367.0440141112993,1
