Keyword,Label
implementation,0
implication,0
important,0
important aspect,0
important role,0
improve system,0
include,0
income,0
increase,0
increase benefit,0
increase level,0
increase numb,0
increase precipitation,0
increase severity,0
independent government,0
index,0
indian,0
indicate,0
indicator,0
influence,0
infrastructure,0
innovation,0
inorganic,0
input,0
institutional,0
instruct,0
instruction,0
insufficient fund,0
integrate,0
integration,0
intensity,0
interaction,0
interannual,0
interannual variation,0
international monetary system,0
interstate highway system,0
intervention,0
intervention group,0
introduce,0
introduction,0
investigate,0
isolate,0
issue,0
ja,0
jan,0
je,0
ka,0
keep,0
kind,0
labor,0
lake,0
land use,0
large river,0
last,0
last 2 year,0
last four year,0
last session,0
last two year,0
last year,0
late holocene,0
late miocene,0
late pleistocene,0
later,0
latin american country,0
law,0
lead,0
leaf,0
learn,0
legal,0
legislation,0
lett,0
lgm,0
lia,0
liberty,0
life,0
likely,0
link,0
literature,0
little urgent,0
load,0
local community,0
local condition,0
location,0
log,0
long,0
look,0
look ahead,0
love,0
low latitude,0
low tax rate,0
main cause,0
main source,0
maintain,0
maintenance,0
make,0
make every effort,0
make much effective use,0
make progress toward,0
man,0
manufacture,0
many country,0
marginal land,0
may,0
may contribute,0
may result,0
mean,0
mechanism,0
medical,0
medication,0
meeting,0
method,0
mexico,0
mid,0
midwife,0
military force,0
millennial,0
mineral,0
minister,0
mix,0
mix layer,0
mode,0
model,0
model ensemble,0
model use,0
modification,0
molecular,0
monitor,0
moreover,0
mountain,0
movement,0
mu,0
much,0
much acute,0
much country,0
much friendly,0
much important,0
much important factor,0
much likely,0
much promote,0
much widespread,0
multi,0
must also ensure,0
must continue,0
mutual benefit,0
n,0
nation,0
national government,0
national level,0
national problem,0
naval force,0
necessary,0
nee,0
need,0
negative,0
network,0
never much,0
new,0
new arrangement,0
new form,0
new process,0
new south wales,0
next,0
next 5 year,0
next two year,0
non,0
normal,0
north,0
north pacific,0
note,0
number,0
obliquity,0
observation,0
occur,0
oh,0
old,0
one,0
one generation,0
one hand,0
one year ago,0
open,0
opinion,0
opportunity,0
opposite,0
option,0
order,0
ordinary expenditure,0
organic,0
organic law,0
organization,0
organizational,0
origin,0
outcome,0
overall,0
p,0
pain,0
palaeo,0
paleo,0
panel,0
paper present,0
part,0
participation,0
particular attention,0
particularly,0
particularly important,0
party,0
pass,0
past 20 year,0
past 3 year,0
past eight year,0
past seven year,0
patient,0
patriotism,0
pattern,0
pay,0
peace,0
peak,0
pend,0
pension,0
people,0
per year,0
percent,0
perennial,0
permanent,0
perspective,0
pharmacist,0
phase,0
physical,0
plan,0
plantation,0
political science,0
population increase,0
portion,0
position,0
positive,0
possibility,0
possible,0
possibly,0
post,0
potential,0
poverty,0
practicable,0
precipitation,0
predict,0
prepare,0
prescription drug coverage,0
present,0
present year,0
press upon,0
prevent,0
pride,0
primary care,0
probably,0
problem,0
procedure,0
proclamation,0
produce country,0
product,0
production,0
productive,0
program,0
programme,0
property,0
propose,0
propriety,0
prosecution,0
protection must,0
protein,0
protocol,0
proud,0
prove,0
provide,0
provide opportunity,0
provision,0
proxy record,0
public,0
public service,0
purpose,0
quality,0
question,0
r,0
radiative force,0
raise,0
randomize,0
range,0
range expansion,0
range shift,0
rapidly disappear,0
rate,0
reaction,0
real difference,0
real per caput income,0
reanalysis,0
recent,0
recognize,0
recur,0
reduce,0
reference,0
regional,0
relation,0
relationship,0
relatively,0
remain three quarter,0
remote sense,0
remove,0
render,0
reply,0
report,0
report even,0
representative,0
require,0
research,0
research limitation,0
residue,0
resilience,0
resolution,0
respect,0
respectively,0
respond,0
response,0
responsibility,0
rest,0
result show,0
reveal,0
rice,0
rich,0
right,0
right reserve,0
ring,0
ring width,0
risk,0
role,0
route,0
run,0
rural,0
rural development,0
rural population,0
sacrifice,0
safety,0
saline,0
salinity,0
sample,0
science,0
scientific,0
scientist,0
scope,0
seasonal cycle,0
sector,0
see,0
self,0
semi,0
sensitive,0
sensitivity,0
sentiment,0
separation,0
sequence,0
serious,0
serious consequence,0
serve,0
service,0
set us apart,0
settlement,0
several states,0
shape,0
share,0
shift,0
shoot,0
short period,0
show,0
signal,0
significant,0
significant increase,0
significantly,0
similar,0
since,0
since world war ii,0
sink,0
site,0
six,0
six year ago,0
size,0
small business owner,0
small scale,0
socio,0
socioeconomic,0
soldier,0
sound regulation,0
south america,0
southern,0
special,0
species distribution model,0
spin,0
ssts,0
stability,0
stakeholder,0
stalagmite,0
stars,0
state government,0
states,0
status,0
still believe,0
storage,0
strategic,0
strategy,0
strength,0
stress,0
structural,0
student,0
studies,0
study,0
subject,0
successfully,0
support,0
surface,0
surgery,0
surplus production,0
survey,0
sympathy,0
system,0
take part,0
take place,0
task,0
technique,0
telemedicine,0
temporal,0
theoretical,0
theory,0
therefore,0
think,0
thousand,0
three,0
three year,0
three year ago,0
threshold,0
time,0
time scale,0
times,0
today,0
tonight,0
tool,0
top,0
top chamber,0
tourism,0
toward,0
trace gas,0
train,0
transport,0
treatment,0
tree ring,0
treeline,0
trend,0
troop,0
tropical,0
troposphere,0
true today,0
tumor,0
turn,0
twenty year ago,0
two hundred year,0
two hundred year ago,0
two set,0
two year ago,0
typical,0
unanswered question,0
unfair trade practice,0
union,0
united,0
university,0
upon,0
urban,0
urban development,0
urgent need,0
us,0
usa,0
use,0
user,0
using,0
utilization,0
va health care system,0
variable,0
variation,0
via,0
vulnerability,0
war,0
wee,0
week,0
welfare,0
well,0
well practice,0
whatever may,0
whereas,0
whether,0
whose,0
wide range,0
wild,0
within,0
within 5 year,0
without delay,0
wolf,0
work together,0
world,0
would,0
would depend upon,0
year,0
yet,0
young,0
younger dryas,0
zone,0
acid,1
advection,1
agricultural,1
agricultural production,1
air,1
ambient co2,1
arctic,1
arctic ocean,1
atlantic ocean,1
atmosphere,1
atmospheric,1
atmospheric circulation,1
atmospheric methane,1
basin,1
behavior,1
behaviour,1
bio,1
bird,1
black carbon,1
carb,1
carbon,1
ch4 flux,1
charge,1
chemical weather,1
climate,1
climate change,1
climate sensitivity,1
climatic,1
climatic condition,1
climatic warm,1
climatology,1
cloud,1
cloud cover,1
co,1
co2,1
co2 )- c,1
co2 emission,1
co2 enrichment,1
co2 flux,1
co2 injection,1
co2 storage,1
co2 uptake,1
coal,1
coastal,1
cold,1
cool,1
crisis,1
deep ocean,1
deep water,1
deglaciation,1
degrees,1
diesel,1
dissolve inorganic carbon,1
drought,1
dry,1
ecologically,1
ecosystem respiration,1
el nino southern oscillation,1
electric,1
electrical,1
electricity,1
emission,1
emission scenario,1
energy security,1
environment,1
environmentally,1
erosion,1
extreme precipitation,1
fertilization,1
fertilizer,1
fishery,1
food production,1
forest,1
fossil,1
fossil fuel,1
fraud,1
geoengineering,1
glacial period,1
glaciation,1
global,1
global change,1
global climate,1
global climate change,1
global climate model,1
global temperature,1
global warm,1
global warming,1
grassland,1
green,1
greenhouse,1
greenhouse gas,1
habitat,1
heat,1
hemisphere,1
human activity,1
hydrogen,1
hydrological,1
ice core,1
ice cover,1
ice sheet,1
industrial process,1
industry,1
interglacial cycle,1
lake sediment,1
landscape,1
last deglaciation,1
last glacial,1
last glacial maximum,1
last glacial period,1
life style,1
low stratosphere,1
maximum sustainable yield,1
mean annual temperature,1
measurement,1
methanotrophs,1
moisture,1
monoethanolamine,1
n2o flux,1
natural resource,1
natural resource management,1
ncep,1
nitrogen,1
nuclear,1
ocean,1
ocean circulation,1
oxide,1
pacific,1
pacific decadal oscillation,1
paleosols,1
past climate,1
plant,1
plant new tree,1
pliocene,1
power,1
precipitation change,1
precipitation extreme,1
prediction,1
present climate,1
protect,1
radiation,1
radiocarbon,1
radiocarbon date,1
rainfall,1
reduce greenhouse gas emission,1
reduction,1
regional climate change,1
renewable,1
renewable energy,1
reservoir,1
resource,1
responsible,1
rise temperature,1
sea ice,1
sea level,1
seasonal,1
sediment core,1
snow,1
snow cover,1
snow depth,1
snowfall,1
snowmelt,1
snowpack,1
soil,1
solar,1
solar activity,1
soybean,1
species,1
speleothem,1
stratosphere,1
summer,1
summer precipitation,1
summer temperature,1
surface air temperature,1
surface albedo,1
sustainable,1
sustainable competitive advantage,1
sustainable development,1
temperature sensitivity,1
territories,1
thermal tolerance,1
thermocline,1
traffic,1
tree,1
tropic,1
tropical cyclone,1
tropical pacific,1
tundra,1
upper troposphere,1
upwelling,1
vegetation,1
vehicle,1
warm,1
warm period,1
warm trend,1
wastewater,1
water supply,1
weather,1
wet,1
wind,1
winter,1
